pathwayRes	pathway	pathwayTitle	TotalGenesinPW	GenesInPWs.rectum_Ensembl_BridgeDb_UC	probabilities.rectum_Ensembl_BridgeDb_UC	GenesInPWs.rectum_Ensembl_Hs_UC	probabilities.rectum_Ensembl_Hs_UC	GenesInPWs.rectum_Ensembl_PriID_BridgeDb_UC	probabilities.rectum_Ensembl_PriID_BridgeDb_UC	GenesInPWs.rectum_ENTREZ_BridgeDb_UC	probabilities.rectum_ENTREZ_BridgeDb_UC	GenesInPWs.rectum_ENTREZ_Hs_UC	probabilities.rectum_ENTREZ_Hs_UC	GenesInPWs.rectum_ENTREZ_PriID_BridgeDb_UC	probabilities.rectum_ENTREZ_PriID_BridgeDb_UC	GenesInPWs.rectum_HGNC_PriID_BridgeDb_UC	probabilities.rectum_HGNC_PriID_BridgeDb_UC	GenesInPWs.rectum_HGNC_UC	probabilities.rectum_HGNC_UC
<https://identifiers.org/wikipathways/WP2290_r79988>	WP2290	RalA downstream regulated genes	12	2	4.93510524593939e-30	2	5.78974889502136e-30	2	2.6995485135235e-30	2	7.91754817469217e-30	2	4.88493940974894e-30	2	4.36864204572446e-30	2	1.10909154748312e-30	2	1.10909154748312e-30
<https://identifiers.org/wikipathways/WP2291_r117696>	WP2291	Deregulation of Rab and Rab effector genes in bladder cancer	16	9	2.40672240665333e-19	9	2.69149032654974e-19	9	1.57752710191726e-19	9	3.3509628000809e-19	9	2.38956661371681e-19	9	2.20979312637752e-19	9	8.46229126519476e-20	9	8.46229126519476e-20
<https://identifiers.org/wikipathways/WP23_r120701>	WP23	B cell receptor signaling pathway	97	37	4.1466717084777e-118	37	1.07672256719232e-117	37	1.12752613220104e-119	37	6.98436790366691e-117	37	3.90111600803605e-118	37	2.0014123725625e-118	37	5.5338554582193e-122	37	5.5338554582193e-122
<https://identifiers.org/wikipathways/WP231_r120699>	WP231	TNF-alpha signaling pathway	93	34	1.37718583305392e-117	34	3.51985440726318e-117	34	3.97544778682785e-119	34	2.21352247701733e-116	34	1.29694452916916e-117	34	6.7278460846912e-118	34	2.13107714149334e-121	34	2.13107714149334e-121
<https://identifiers.org/wikipathways/WP2324_r120674>	WP2324	AGE/RAGE pathway	66	28	1.01298551726762e-80	28	1.85589095156085e-80	28	1.02867778999973e-81	28	6.07887782460215e-80	28	9.74499860748982e-81	28	6.3807046448324e-81	28	3.52689658049439e-83	28	3.52689658049439e-83
<https://identifiers.org/wikipathways/WP2328_r120805>	WP2328	Allograft rejection	102	40	1.99124304869959e-120	40	5.33665275057815e-120	41	7.37168441866679e-120	40	3.6830983443877e-119	40	1.86953852801155e-120	41	1.37243977366543e-118	41	3.31254539440562e-122	40	1.97663165726437e-124
<https://identifiers.org/wikipathways/WP2332_r120725>	WP2332	Interleukin-11 signaling pathway	44	22	2.85004719430901e-50	22	4.04850233181267e-50	23	2.0569930753811e-48	22	8.05429736163666e-50	22	2.78676330766957e-50	23	5.64745706804432e-48	23	3.18153456524722e-49	22	1.0712237593425e-51
<https://identifiers.org/wikipathways/WP2333_r72015>	WP2333	Trans-sulfuration pathway	10	4	3.70538476821545e-18	4	4.07817249304314e-18	4	2.57975323624717e-18	4	4.92099432179726e-18	4	3.68273155301054e-18	4	3.44391622816294e-18	4	1.51256059257606e-18	4	1.51256059257606e-18
<https://identifiers.org/wikipathways/WP2338_r117159>	WP2338	miRNA biogenesis	6	1	1.03574326616307e-16	1	1.12188583296715e-16	1	7.65941020380987e-17	1	1.31203081941631e-16	1	1.0304633621662e-16	1	9.74464296559259e-17	1	4.90861925638373e-17	1	4.90861925638373e-17
<https://identifiers.org/wikipathways/WP2355_r120664>	WP2355	Corticotropin-releasing hormone signaling pathway	92	31	1.51477813843909e-122	31	3.99598666210955e-122	32	7.62630846626039e-122	31	2.67367757446439e-121	31	1.42363504671314e-122	32	1.35370593066048e-120	32	3.74296324730795e-124	31	1.74344721854225e-126
<https://identifiers.org/wikipathways/WP2359_r119918>	WP2359	Parkin-ubiquitin proteasomal system pathway	73	30	1.33176957078276e-89	30	2.64149497786496e-89	31	2.02726895091548e-88	30	1.01079845363001e-88	30	1.27468344553025e-89	31	1.52280600989398e-87	31	4.87888827571906e-90	30	2.20731956432126e-92
<https://identifiers.org/wikipathways/WP236_r105873>	WP236	Adipogenesis	131	54	1.5569661396179e-140	54	5.28845643771624e-140	54	1.5343506144176e-142	54	5.80608092777838e-139	54	1.43981192502807e-140	54	6.12151272352794e-141	54	1.68427765835323e-145	54	1.68427765835323e-145
<https://identifiers.org/wikipathways/WP2361_r117731>	WP2361	Gastric cancer network 1	29	16	4.29203572407738e-32	16	5.28217058723902e-32	16	1.95948010334215e-32	16	7.9337065996738e-32	16	4.23541910584316e-32	16	3.66307534807385e-32	16	6.16645425715293e-33	16	6.16645425715293e-33
<https://identifiers.org/wikipathways/WP2363_r117737>	WP2363	Gastric cancer network 2	32	17	2.17427409548156e-36	17	2.76257855050754e-36	17	8.79971555638451e-37	17	4.41694081567093e-36	17	2.14121987372667e-36	17	1.81101872839223e-36	17	2.31848948346462e-37	17	2.31848948346462e-37
<https://identifiers.org/wikipathways/WP2366_r105116>	WP2366	Butyrate-induced histone acetylation	3	1	1.74397869555636e-07	1	1.80062539321155e-07	1	1.54562969340109e-07	1	1.91702906503603e-07	1	1.74041622402071e-07	1	1.7019390702409e-07	1	1.29357989828585e-07	1	1.29357989828585e-07
<https://identifiers.org/wikipathways/WP2369_r118380>	WP2369	Histone modifications	67	9	2.09236229002286e-130	9	5.26375733818173e-130	11	2.30370223613579e-126	9	3.20914022800131e-129	9	1.97244752014058e-130	11	3.37859528069794e-125	11	1.6092007402316e-128	9	3.75432670248878e-134
<https://identifiers.org/wikipathways/WP2371_r119919>	WP2371	Parkinson's disease pathway	47	13	2.85635597716697e-79	13	4.910923434742e-79	15	6.88703547703277e-75	13	1.4202230000059e-78	13	2.75903017688331e-79	15	3.20482063142234e-74	15	4.01677572027219e-76	13	1.80163689968549e-81
<https://identifiers.org/wikipathways/WP2374_r120781>	WP2374	Oncostatin M signaling pathway	65	33	2.27198552267132e-67	33	3.78399125194015e-67	33	3.30756926426731e-68	33	1.02823058345018e-66	33	2.19903891728718e-67	33	1.53914790381614e-67	33	1.92909764413632e-69	33	1.92909764413632e-69
<https://identifiers.org/wikipathways/WP2380_r120727>	WP2380	Brain-derived neurotrophic factor (BDNF) signaling pathway	144	50	5.27336613146423e-170	50	2.34124777758256e-169	51	2.341679631698e-170	50	4.34368914018437e-168	50	4.79372616582692e-170	51	1.99806787954167e-168	51	6.30079460584405e-174	50	4.65508510644712e-176
<https://identifiers.org/wikipathways/WP24_r113974>	WP24	Peptide GPCRs	75	20	4.40679860197874e-117	20	1.05719627499062e-116	21	4.83551060979451e-116	20	5.87266425166321e-116	20	4.16688365171867e-117	21	6.44587432225423e-115	21	4.02997710051693e-118	20	1.2329475394938e-120
<https://identifiers.org/wikipathways/WP2406_r119249>	WP2406	Cardiac progenitor differentiation	53	13	1.11762133168942e-91	13	2.11366436103872e-91	13	1.00661334510306e-92	13	7.36769426378497e-91	13	1.07297817619222e-91	13	6.87117044795665e-92	13	2.89142801994847e-94	13	2.89142801994847e-94
<https://identifiers.org/wikipathways/WP241_r120901>	WP241	One-carbon metabolism	29	14	2.98085964703116e-37	14	3.78740607730872e-37	14	1.20641261660113e-37	14	6.05548337632307e-37	14	2.93554337527037e-37	14	2.48284825666674e-37	14	3.1785742918466e-38	14	3.1785742918466e-38
<https://identifiers.org/wikipathways/WP2431_r120812>	WP2431	Spinal cord injury	117	46	1.34247786704708e-133	46	4.14788129060099e-133	47	2.53644389274584e-133	46	3.7826803979802e-132	46	1.2490078172343e-133	47	7.25186221221848e-132	47	5.15617439584701e-136	46	3.52238657855831e-138
<https://identifiers.org/wikipathways/WP2435_r120750>	WP2435	Quercetin and Nf-kB / AP-1 induced apoptosis	17	4	1.5052248346274e-36	4	1.85246695502739e-36	4	6.8719328172481e-37	4	2.7823655188805e-36	4	1.48536928232135e-36	4	1.28464727217928e-36	4	2.16258686697106e-37	4	2.16258686697106e-37
<https://identifiers.org/wikipathways/WP2436_r107129>	WP2436	Dopamine metabolism	13	6	3.61008360998001e-20	6	4.03723548982462e-20	6	2.36629065287588e-20	6	5.02644420012132e-20	6	3.58434992057519e-20	6	3.31468968956627e-20	6	1.26934368977921e-20	6	1.26934368977921e-20
<https://identifiers.org/wikipathways/WP244_r120686>	WP244	Alpha 6 beta 4 signaling pathway	33	15	9.59496975103017e-44	15	1.27882737700394e-43	15	3.24149644412583e-44	15	2.24551444918673e-43	15	9.42024102295596e-44	15	7.70545254344955e-44	15	6.54318397739187e-45	15	6.54318397739187e-45
<https://identifiers.org/wikipathways/WP2446_r116593>	WP2446	Retinoblastoma gene in cancer	90	42	1.1590192631107e-94	42	2.48859052469991e-94	43	9.43367693220022e-94	42	1.1123797464867e-93	42	1.10372400900483e-94	43	9.00052365689887e-93	43	1.45912522602383e-95	42	9.15012173239361e-98
<https://identifiers.org/wikipathways/WP2447_r113794>	WP2447	Amyotrophic lateral sclerosis (ALS)	38	13	4.95856554849943e-60	13	7.38824832993868e-60	13	1.09939381756446e-60	13	1.61406789885857e-59	13	4.83367114466172e-60	13	3.65720164760541e-60	13	1.19248614605826e-61	13	1.19248614605826e-61
<https://identifiers.org/wikipathways/WP2453_r117835>	WP2453	TCA cycle and deficiency of pyruvate dehydrogenase complex (PDHc)	16	5	6.11533041539365e-31	5	7.28975647799305e-31	5	3.14947326577743e-31	5	1.02854658657672e-30	5	6.04699182162429e-31	5	5.34785843162519e-31	5	1.18389830875028e-31	5	1.18389830875028e-31
<https://identifiers.org/wikipathways/WP2456_r119185>	WP2456	HIF1A and PPARG regulation of glycolysis	8	5	1.66461235641988e-09	5	1.7463633879433e-09	5	1.38888419175966e-09	5	1.91839935028643e-09	5	1.65951487391729e-09	5	1.60479184936009e-09	5	1.06342446130364e-09	5	1.06342446130364e-09
<https://identifiers.org/wikipathways/WP247_r118104>	WP247	Small ligand GPCRs	19	10	4.05746685644352e-24	10	4.68475968608457e-24	10	2.35738622851644e-24	10	6.20920440511143e-24	10	4.02032467398112e-24	10	3.63576651968942e-24	10	1.05855324021149e-24	10	1.05855324021149e-24
<https://identifiers.org/wikipathways/WP2485_r117161>	WP2485	NAD biosynthesis II (from tryptophan)	8	5	1.66461235641988e-09	5	1.7463633879433e-09	5	1.38888419175966e-09	5	1.91839935028643e-09	5	1.65951487391729e-09	5	1.60479184936009e-09	5	1.06342446130364e-09	5	1.06342446130364e-09
<https://identifiers.org/wikipathways/WP2491_r117698>	WP2491	Diclofenac metabolic pathway	5	2	2.97252206503549e-10	2	3.11850604989874e-10	2	2.48015034242795e-10	2	3.42571312551149e-10	2	2.96341941770944e-10	2	2.86569973100015e-10	2	1.89897225232792e-10	2	1.89897225232792e-10
<https://identifiers.org/wikipathways/WP2507_r110715>	WP2507	Nanomaterial induced apoptosis	21	7	1.75157160068925e-37	7	2.19029800732716e-37	7	7.52907584013723e-38	7	3.39421796845774e-37	7	1.72670392438444e-37	7	1.47680459524476e-37	7	2.16797510920157e-38	7	2.16797510920157e-38
<https://identifiers.org/wikipathways/WP2509_r101755>	WP2509	Nanoparticle triggered autophagic cell death	23	7	2.56387959319274e-42	7	3.30995289484716e-42	7	9.77005146746331e-43	7	5.46005226735805e-42	7	2.52232862142971e-42	7	2.10969988438809e-42	7	2.35539166925604e-43	7	2.35539166925604e-43
<https://identifiers.org/wikipathways/WP2513_r119820>	WP2513	Nanoparticle triggered regulated necrosis	14	2	2.60182539797213e-35	2	3.15137319643485e-35	2	1.26160601897829e-35	2	4.5876297349542e-35	2	2.57012573173424e-35	2	2.24775488888076e-35	2	4.33916694308129e-36	2	4.33916694308129e-36
<https://identifiers.org/wikipathways/WP2516_r116808>	WP2516	ATM signaling pathway	41	17	3.26977500221748e-56	17	4.79501662641451e-56	18	2.67452922077111e-54	17	1.01536874620477e-55	17	3.19066468802885e-56	18	8.08280384752852e-54	18	3.46407661407123e-55	17	9.12532987754724e-58
<https://identifiers.org/wikipathways/WP2525_r116582>	WP2525	Trans-sulfuration and one-carbon metabolism	31	13	1.908090575489e-44	13	2.54312262472374e-44	14	2.87636765432587e-42	13	4.4655116887237e-44	13	1.87334338524697e-44	14	6.51679892666186e-42	14	6.34521548489418e-43	13	1.30120135914047e-45
<https://identifiers.org/wikipathways/WP2526_r121697>	WP2526	PDGF pathway	41	14	6.52878189531233e-64	14	1.00424665144948e-63	14	1.28354073356996e-64	14	2.33510746346104e-63	14	6.35139198904221e-64	14	4.69972606871705e-64	14	1.16598560481456e-65	14	1.16598560481456e-65
<https://identifiers.org/wikipathways/WP2533_r120261>	WP2533	Glycerophospholipid biosynthetic pathway	44	9	8.54049445310967e-84	9	1.49188453419338e-83	10	6.50436973006716e-82	9	4.45093787923184e-83	9	8.24110843926619e-84	10	3.33116536679995e-81	10	3.17772527480748e-83	9	4.64308193279892e-86
<https://identifiers.org/wikipathways/WP2536_r117685>	WP2536	Colchicine metabolic pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
<https://identifiers.org/wikipathways/WP254_r118382>	WP254	Apoptosis	87	36	3.00244170424597e-102	36	6.76065129332795e-102	36	1.39879401653991e-103	36	3.31704080172279e-101	36	2.85051453525506e-102	36	1.61570623525638e-102	36	1.51940079916841e-105	36	1.51940079916841e-105
<https://identifiers.org/wikipathways/WP2542_r117834>	WP2542	Sulindac metabolic pathway	6	2	3.03938861455565e-13	2	3.24000628560928e-13	2	2.38743816052768e-13	2	3.67237426354619e-13	2	3.02698612636321e-13	2	2.89464619292938e-13	2	1.6723665806499e-13	2	1.6723665806499e-13
<https://identifiers.org/wikipathways/WP2572_r119251>	WP2572	Primary focal segmental glomerulosclerosis (FSGS)	73	32	4.68357877211149e-85	32	8.99939817751945e-85	32	3.97281362224726e-86	32	3.23606921139628e-84	32	4.49192997961099e-85	32	2.84479197723307e-85	32	1.04453948677971e-87	32	1.04453948677971e-87
<https://identifiers.org/wikipathways/WP2583_r117181>	WP2583	T cell receptor and co-stimulatory signaling	32	8	2.26886514395966e-60	8	3.32721550596023e-60	8	5.34222576446847e-61	8	7.04554519796534e-60	8	2.21397126463498e-60	8	1.69386618739547e-60	8	6.3319778493199e-62	8	6.3319778493199e-62
<https://identifiers.org/wikipathways/WP2586_r121728>	WP2586	Aryl hydrocarbon receptor pathway	48	12	5.12113839964903e-84	12	9.08905842989956e-84	12	5.86364818746608e-85	12	2.7974078797813e-83	12	4.93659723582309e-84	12	3.30494953149529e-84	12	2.39976328437206e-86	12	2.39976328437206e-86
<https://identifiers.org/wikipathways/WP2596_r122782>	WP2596	Gastric acid production	14	1	8.85426373310216e-39	1	1.08968644413377e-38	1	4.04231342191063e-39	1	1.63668559934149e-38	1	8.73746636659638e-39	1	7.55674865987813e-39	1	1.27210992174768e-39	1	1.27210992174768e-39
<https://identifiers.org/wikipathways/WP2597_r117821>	WP2597	Secretion of hydrochloric acid in parietal cells	5	1	1.01312953818522e-13	1	1.08000209520309e-13	1	7.95812720175891e-14	1	1.22412475451539e-13	1	1.0089953754544e-13	1	9.6488206430979e-14	1	5.57455526883299e-14	1	5.57455526883299e-14
<https://identifiers.org/wikipathways/WP26_r118660>	WP26	S1P receptor signal transduction	25	14	6.24049308460976e-28	14	7.43895616414989e-28	14	3.21393363893687e-28	14	1.0495978834723e-27	14	6.17075580258889e-28	14	5.45731322644826e-28	14	1.2081291944651e-28	14	1.2081291944651e-28
<https://identifiers.org/wikipathways/WP262_r116630>	WP262	Ebstein-Barr virus LMP1 signaling	24	8	7.69163877957834e-42	8	9.9298586845417e-42	9	2.03379904714365e-39	8	1.63801568020741e-41	8	7.56698586428915e-42	9	4.18564457062599e-39	9	5.35851604755747e-40	8	7.06617500776819e-43
<https://identifiers.org/wikipathways/WP2636_r116781>	WP2636	Common pathways underlying drug addiction	41	10	1.30012275513086e-74	10	2.13119907622666e-74	10	2.00989780701954e-75	10	5.6135082989318e-74	10	1.25966030955985e-74	10	8.91518777001899e-75	10	1.28084072001581e-76	10	1.28084072001581e-76
<https://identifiers.org/wikipathways/WP2637_r117962>	WP2637	Interleukin-1 (IL-1) structural pathway	51	18	9.82729273944337e-75	18	1.66296144808948e-74	18	1.34727219089191e-75	18	4.6617636456028e-74	18	9.50209992918631e-75	18	6.57715743590604e-75	18	7.19168409431943e-77	18	7.19168409431943e-77
<https://identifiers.org/wikipathways/WP2640_r117652>	WP2640	Aripiprazole metabolic pathway	2	1	0.000341005967604384	1	0.000346500346500379	1	0.000321027287319477	1	0.000357525920629227	1	0.00034065746891505	1	0.000336870473303061	1	0.000293685756240802	1	0.000293685756240802
<https://identifiers.org/wikipathways/WP2643_r110709>	WP2643	Nanoparticle-mediated activation of receptor signaling	28	12	3.18154149518922e-40	12	4.10735063769672e-40	12	1.21237456846249e-40	12	6.77542849540332e-40	12	3.12998051659227e-40	12	2.61794576562702e-40	12	2.92282693503135e-41	12	2.92282693503135e-41
<https://identifiers.org/wikipathways/WP2645_r95179>	WP2645	Heroin metabolism	3	2	0.000511508951406576	2	0.000519750519750568	2	0.000481540930979215	2	0.000536288880943841	2	0.000510986203372576	2	0.000505305709954593	2	0.000440528634361202	2	0.000440528634361202
<https://identifiers.org/wikipathways/WP2646_r106722>	WP2646	Lidocaine metabolism	2	1	0.000341005967604384	1	0.000346500346500379	1	0.000321027287319477	1	0.000357525920629227	1	0.00034065746891505	1	0.000336870473303061	1	0.000293685756240802	1	0.000293685756240802
<https://identifiers.org/wikipathways/WP268_r117167>	WP268	Notch signaling	46	14	1.50981012465035e-74	14	2.51458833991609e-74	14	2.19799004586159e-75	14	6.83293502479219e-74	14	1.46133467343432e-74	14	1.02281509513479e-74	14	1.28194969795916e-76	14	1.28194969795916e-76
<https://identifiers.org/wikipathways/WP272_r120902>	WP272	Blood clotting cascade	23	9	1.23096559715107e-36	9	1.53929276626046e-36	9	5.2912671876521e-37	9	2.38538096116616e-36	9	1.21348914685908e-36	9	1.03786545165814e-36	9	1.52360472952219e-37	9	1.52360472952219e-37
<https://identifiers.org/wikipathways/WP2795_r117670>	WP2795	Cardiac hypertrophic response	54	17	2.17329449878343e-83	17	3.91895223365638e-83	17	2.34344733058751e-84	17	1.24429994368428e-82	17	2.0928514690723e-83	17	1.3856386847894e-83	17	8.7782752043368e-86	17	8.7782752043368e-86
<https://identifiers.org/wikipathways/WP2805_r106523>	WP2805	exRNA mechanism of action and biogenesis	6	2	3.03938861455565e-13	2	3.24000628560928e-13	2	2.38743816052768e-13	2	3.67237426354619e-13	2	3.02698612636321e-13	2	2.89464619292938e-13	2	1.6723665806499e-13	2	1.6723665806499e-13
<https://identifiers.org/wikipathways/WP2806_r116569>	WP2806	Complement system	136	51	6.40985755911297e-155	51	2.46986854435554e-154	51	3.92184741187264e-157	51	3.47167119337557e-153	51	5.87990813210419e-155	51	2.28879152804507e-155	51	2.13051209456243e-160	51	2.13051209456243e-160
<https://identifiers.org/wikipathways/WP2813_r102405>	WP2813	Mammary gland development pathway - Embryonic development (Stage 1 of 4)	20	6	5.83857200229747e-38	6	7.30099335775709e-38	6	2.50969194671241e-38	6	1.13140598948591e-37	6	5.75567974794809e-38	6	4.92268198414912e-38	6	7.2265836973384e-39	6	7.2265836973384e-39
<https://identifiers.org/wikipathways/WP2814_r102407>	WP2814	Mammary gland development pathway - Puberty (Stage 2 of 4)	14	6	8.60714757147815e-23	6	9.78046320428196e-23	6	5.3115390636944e-23	6	1.25638669526333e-22	6	8.53707024294871e-23	6	7.8071426066501e-23	6	2.60683756152388e-23	6	2.60683756152388e-23
<https://identifiers.org/wikipathways/WP2815_r102408>	WP2815	Mammary gland development pathway - Involution (Stage 4 of 4)	12	5	1.6661924353754e-20	5	1.86333945684214e-20	5	1.09213414748118e-20	5	2.31989732313294e-20	5	1.65431534795778e-20	5	1.52985677979982e-20	5	5.85850933744251e-21	5	5.85850933744251e-21
<https://identifiers.org/wikipathways/WP2816_r117724>	WP2816	Felbamate metabolism	4	1	1.1890088260142e-10	1	1.2474024199595e-10	1	9.92060136971183e-11	1	1.37028525020459e-10	1	1.18536776708378e-10	1	1.14627989240006e-10	1	7.5958890093117e-11	1	7.5958890093117e-11
<https://identifiers.org/wikipathways/WP2817_r102410>	WP2817	Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4)	38	13	4.95856554849943e-60	13	7.38824832993868e-60	13	1.09939381756446e-60	13	1.61406789885857e-59	13	4.83367114466172e-60	13	3.65720164760541e-60	13	1.19248614605826e-61	13	1.19248614605826e-61
<https://identifiers.org/wikipathways/WP2826_r106727>	WP2826	Cocaine metabolism	6	3	5.94504413007102e-10	3	6.23701209979749e-10	3	4.96030068485593e-10	3	6.85142625102298e-10	3	5.92683883541888e-10	3	5.73139946200029e-10	3	3.79794450465585e-10	3	3.79794450465585e-10
<https://identifiers.org/wikipathways/WP2828_r119245>	WP2828	Bladder cancer	40	15	3.68350583602808e-59	15	5.48841304509746e-59	16	3.19224700555807e-57	15	1.19902186772348e-58	15	3.5907271360344e-59	16	1.01216974027815e-56	16	3.78367336386103e-58	15	8.85846851357598e-61
<https://identifiers.org/wikipathways/WP2839_r117746>	WP2839	Hair follicle development: organogenesis - part 2 of 3	32	15	1.71023066895637e-41	15	2.24337323802298e-41	15	6.13625099589524e-42	15	3.81805502254144e-41	15	1.68079936797469e-41	15	1.39025043768788e-41	15	1.35364597011078e-42	15	1.35364597011078e-42
<https://identifiers.org/wikipathways/WP2840_r120866>	WP2840	Hair follicle development: cytodifferentiation - part 3 of 3	88	29	7.37349934505665e-120	29	1.88454190739808e-119	30	4.46126921646855e-119	29	1.18512739114976e-118	29	6.94388470087446e-120	30	7.19821939816898e-118	30	2.61209700970208e-121	29	1.14098588076687e-123
