pathwayRes	pathway	pathwayTitle	TotalGenesinPW	GenesInPWs.rectum_Ensembl_BridgeDb_CD	probabilities.rectum_Ensembl_BridgeDb_CD	GenesInPWs.rectum_Ensembl_Hs_CD	probabilities.rectum_Ensembl_Hs_CD	GenesInPWs.rectum_Ensembl_PriID_BridgeDb_CD	probabilities.rectum_Ensembl_PriID_BridgeDb_CD	GenesInPWs.rectum_ENTREZ_BridgeDb_CD	probabilities.rectum_ENTREZ_BridgeDb_CD	GenesInPWs.rectum_ENTREZ_Hs_CD	probabilities.rectum_ENTREZ_Hs_CD	GenesInPWs.rectum_ENTREZ_PriID_BridgeDb_CD	probabilities.rectum_ENTREZ_PriID_BridgeDb_CD	GenesInPWs.rectum_HGNC_CD	probabilities.rectum_HGNC_CD	GenesInPWs.rectum_HGNC_PriID_BridgeDb_CD	probabilities.rectum_HGNC_PriID_BridgeDb_CD
<https://identifiers.org/wikipathways/WP4533_r103380>	WP4533	Transcription co-factors SKI and SKIL protein partners	18	1	2.72741899262395e-37	1	3.84070123759073e-37	1	1.17721951280935e-37	1	8.91159449230089e-37	1	2.72741899262395e-37	1	3.78578793141823e-37	1	3.99633245654225e-38	1	3.99633245654225e-38
<https://identifiers.org/wikipathways/WP4534_r103303>	WP4534	Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms	46	1	7.71885354719821e-82	1	1.89030197868283e-81	1	8.55860154471169e-83	1	1.70853479837002e-80	1	7.71885354719821e-82	1	1.82040584964353e-81	1	5.05229141584095e-84	1	5.05229141584095e-84
<https://identifiers.org/wikipathways/WP4535_r109210>	WP4535	Envelope proteins and their potential roles in EDMD physiopathology	46	1	7.71885354719821e-82	1	1.89030197868283e-81	1	8.55860154471169e-83	1	1.70853479837002e-80	1	7.71885354719821e-82	1	1.82040584964353e-81	1	5.05229141584095e-84	1	5.05229141584095e-84
<https://identifiers.org/wikipathways/WP4536_r110928>	WP4536	Genes related to primary cilium development (based on CRISPR)	103	2	1.14663115924306e-149	2	8.18523189381562e-149	2	9.15832298517454e-152	2	1.02225009972842e-146	2	1.14663115924306e-149	2	7.53581443798284e-149	2	1.81924018971921e-154	2	1.81924018971921e-154
<https://identifiers.org/wikipathways/WP4537_r103300>	WP4537	Hippo-Yap signaling pathway	23	3	1.02588399104799e-40	3	1.53381190980192e-40	3	3.82234006566423e-41	3	4.12352073693678e-40	3	1.02588399104799e-40	3	1.50807681064421e-40	3	1.07390210501487e-41	3	1.07390210501487e-41
<https://identifiers.org/wikipathways/WP4538_r104390>	WP4538	Regulatory circuits of the STAT3 signaling pathway	78	11	2.86076390327226e-100	11	1.07268207233586e-99	11	1.11330663760455e-101	11	2.75980384282575e-98	11	2.86076390327226e-100	11	1.01467585857755e-99	11	1.70535919624358e-103	11	1.70535919624358e-103
<https://identifiers.org/wikipathways/WP4539_r113659>	WP4539	Synaptic signaling pathways associated with autism spectrum disorder	50	4	1.43243511033012e-79	4	3.57712855949593e-79	4	1.51386016570436e-80	4	3.392030724695e-78	4	1.43243511033012e-79	4	3.44203175018817e-79	4	8.40103041926485e-82	4	8.40103041926485e-82
<https://identifiers.org/wikipathways/WP4540_r120395>	WP4540	Hippo signaling regulation pathways	98	4	5.49584614030639e-139	4	3.44098956774588e-138	4	6.06133208758648e-141	4	3.11527328190578e-136	4	5.49584614030639e-139	4	3.18549745134122e-138	4	1.82603569709661e-143	4	1.82603569709661e-143
<https://identifiers.org/wikipathways/WP4541_r116745>	WP4541	Hippo-Merlin signaling dysregulation	120	7	1.28925890810764e-155	7	1.15046146973313e-154	8	1.0174551947722e-155	7	2.48363172657957e-152	7	1.28925890810764e-155	8	1.68542605315903e-152	7	5.81185148745906e-161	8	1.05485104497389e-158
<https://identifiers.org/wikipathways/WP4542_r120673>	WP4542	Leukocyte-intrinsic Hippo pathway functions	36	3	1.08953142878727e-61	3	2.10815106718978e-61	3	2.15500121621144e-62	3	1.06813435354904e-60	3	1.08953142878727e-61	3	2.05041746949914e-61	3	2.68020185168943e-63	3	2.68020185168943e-63
<https://identifiers.org/wikipathways/WP4545_r121824>	WP4545	Oxysterols derived from cholesterol	52	8	3.47962675989209e-73	8	8.35647156733721e-73	8	4.04797927494244e-74	8	7.1988883931392e-72	8	3.47962675989209e-73	8	8.05409924088742e-73	8	2.54204163135627e-75	8	2.54204163135627e-75
<https://identifiers.org/wikipathways/WP4549_r119333>	WP4549	Fragile X syndrome	112	3	9.31367858144053e-157	3	7.71693777632754e-156	3	5.15530871163077e-159	3	1.38894108187392e-153	3	9.31367858144053e-157	3	7.0603052879439e-156	3	6.37865347968557e-162	3	6.37865347968557e-162
<https://identifiers.org/wikipathways/WP455_r117740>	WP455	GPCRs, class A rhodopsin-like	262	24	3.17662293150392e-245	24	2.58170617916498e-243	24	6.3250267853889e-250	24	1.24485656814745e-238	24	3.17662293150392e-245	24	2.14592882410017e-243	24	5.37817047827355e-256	24	5.37817047827355e-256
<https://identifiers.org/wikipathways/WP4553_r103606>	WP4553	FBXL10 enhancement of MAP/ERK signaling in diffuse large B-cell lymphoma	35	1	1.4775310940972e-65	1	2.91583826720587e-65	1	2.78423929743081e-66	1	1.55071770259734e-64	1	1.4775310940972e-65	1	2.83363387161291e-65	1	3.25346182530885e-67	1	3.25346182530885e-67
<https://identifiers.org/wikipathways/WP4558_r107928>	WP4558	Overview of interferons-mediated signaling pathway	37	4	1.00781657162822e-60	4	1.95003973715057e-60	4	1.99337612499558e-61	4	9.88024277032849e-60	4	1.00781657162822e-60	4	1.89663615928667e-60	4	2.47918671281273e-62	4	2.47918671281273e-62
<https://identifiers.org/wikipathways/WP4559_r104316>	WP4559	Interactions between immune cells and microRNAs in tumor microenvironment	50	8	2.01257045766088e-70	8	4.64776739311383e-70	8	2.57761033242654e-71	8	3.63692076261626e-69	8	2.01257045766088e-70	8	4.48697148659762e-70	8	1.83205860567914e-72	8	1.83205860567914e-72
<https://identifiers.org/wikipathways/WP4561_r107544>	WP4561	Cell migration and invasion through p75NTR	30	4	8.03994848623267e-50	4	1.35445162822396e-49	4	2.23457820073927e-50	4	4.88279333426579e-49	4	8.03994848623267e-50	4	1.32505618387185e-49	4	4.30579481181752e-51	4	4.30579481181752e-51
<https://identifiers.org/wikipathways/WP4564_r117803>	WP4564	Neural crest cell migration during development	39	6	4.97861386384343e-59	6	9.63319630152386e-59	6	9.84727805747842e-60	6	4.88083992854237e-58	6	4.97861386384343e-59	6	9.36938262687621e-59	6	1.2247182361295e-60	6	1.2247182361295e-60
<https://identifiers.org/wikipathways/WP4565_r117804>	WP4565	Neural crest cell migration in cancer	42	6	1.84283535368343e-63	6	3.78287441674128e-63	6	3.15232418155733e-64	6	2.21629693656142e-62	6	1.84283535368343e-63	6	3.67013974869263e-63	6	3.25214091205834e-65	6	3.25214091205834e-65
<https://identifiers.org/wikipathways/WP4566_r104315>	WP4566	Translation inhibitors in chronically activated PDGFRA cells	46	3	1.97648963929551e-76	3	4.65467959230847e-76	3	2.41252713209502e-77	3	3.82177023442999e-75	3	1.97648963929551e-76	3	4.48994607587281e-76	3	1.61174158915029e-78	3	1.61174158915029e-78
<https://identifiers.org/wikipathways/WP4571_r120383>	WP4571	Urea cycle and related diseases	9	3	2.04073304917885e-14	3	2.30407393299993e-14	3	1.5150436552057e-14	3	3.10548642133046e-14	3	2.04073304917885e-14	3	2.29233841211879e-14	3	1.03306613398358e-14	3	1.03306613398358e-14
<https://identifiers.org/wikipathways/WP4582_r108125>	WP4582	Cancer immunotherapy by CTLA4 blockade	16	2	7.91466562220127e-31	2	1.04956889587477e-30	2	3.95883221281062e-31	2	2.10106256340779e-30	2	7.91466562220127e-31	2	1.03717938108367e-30	2	1.62453037899804e-31	2	1.62453037899804e-31
<https://identifiers.org/wikipathways/WP4583_r106803>	WP4583	Biomarkers for urea cycle disorders	12	3	1.54726088666146e-20	3	1.85579174670717e-20	3	9.9028027405835e-21	3	2.90218665027597e-20	3	1.54726088666146e-20	3	1.84164938792615e-20	3	5.57955429536818e-21	3	5.57955429536818e-21
<https://identifiers.org/wikipathways/WP4584_r119306>	WP4584	Biomarkers for pyrimidine metabolism disorders	19	2	2.59104804299277e-36	2	3.64866617571116e-36	2	1.11835853716887e-36	2	8.46601476768587e-36	2	2.59104804299277e-36	2	3.59649853484725e-36	2	3.79651583371506e-37	2	3.79651583371506e-37
<https://identifiers.org/wikipathways/WP4585_r108119>	WP4585	Cancer immunotherapy by PD-1 blockade	25	6	6.23224524561654e-37	6	9.13384992287064e-37	6	2.43865296189377e-37	6	2.33803625784323e-36	6	6.23224524561654e-37	6	8.98813779143953e-37	6	7.2971648035761e-38	6	7.2971648035761e-38
<https://identifiers.org/wikipathways/WP4586_r119267>	WP4586	Metabolism of alpha-linolenic acid	6	2	1.75065742290272e-10	2	1.89832651339864e-10	2	1.43512690601699e-10	2	2.31669287031253e-10	2	1.75065742290272e-10	2	1.89186962049593e-10	2	1.11157916016632e-10	2	1.11157916016632e-10
<https://identifiers.org/wikipathways/WP4595_r121755>	WP4595	Urea cycle and associated pathways	24	5	1.49573885894794e-37	5	2.19212398148898e-37	5	5.852767108545e-38	5	5.61128701882362e-37	5	1.49573885894794e-37	5	2.15715306994547e-37	5	1.75131955285824e-38	5	1.75131955285824e-38
<https://identifiers.org/wikipathways/WP4629_r119264>	WP4629	Aerobic glycolysis	13	1	6.88044495868306e-28	1	8.76539966469129e-28	1	3.7977218804357e-28	1	1.58987404173068e-27	1	6.88044495868306e-28	1	8.67656115457625e-28	1	1.76885829938359e-28	1	1.76885829938359e-28
<https://identifiers.org/wikipathways/WP4630_r120771>	WP4630	Measles virus infection	150	16	7.91782775142292e-167	16	1.03900383886399e-165	16	1.41299076777994e-169	16	5.77262391278589e-163	16	7.91782775142292e-167	16	9.32398544524321e-166	16	4.05109367780714e-173	16	4.05109367780714e-173
<https://identifiers.org/wikipathways/WP465_r122957>	WP465	Tryptophan metabolism	56	7	8.30302649042474e-81	7	2.19835737643715e-80	7	7.60024887306863e-82	7	2.40666856715887e-79	7	8.30302649042474e-81	7	2.11013500834097e-80	7	3.50491887888621e-83	7	3.50491887888621e-83
<https://identifiers.org/wikipathways/WP4655_r105163>	WP4655	Cytosolic DNA-sensing pathway	74	11	2.10956324660791e-95	11	7.32464551739204e-95	11	9.9179670926645e-97	11	1.56030331777585e-93	11	2.10956324660791e-95	11	6.950999632699e-95	11	1.93839422706794e-98	11	1.93839422706794e-98
<https://identifiers.org/wikipathways/WP4656_r120396>	WP4656	Joubert syndrome	76	4	2.44562516848383e-113	4	1.00918938378745e-112	4	7.52068781621369e-115	4	3.28458420844332e-111	4	2.44562516848383e-113	4	9.50779708841533e-113	4	8.50395873643309e-117	4	8.50395873643309e-117
<https://identifiers.org/wikipathways/WP4657_r120007>	WP4657	22q11.2 copy number variation syndrome	154	6	2.14480595781719e-191	6	3.6272312530983e-190	6	2.04908027033961e-194	6	3.75223776494737e-187	6	2.14480595781719e-191	6	3.22054168835729e-190	6	2.61936997107222e-198	6	2.61936997107222e-198
<https://identifiers.org/wikipathways/WP4658_r119261>	WP4658	Small cell lung cancer	96	10	2.85138652946854e-123	10	1.53541600260165e-122	10	4.55684555513433e-125	10	9.60272955158973e-121	10	2.85138652946854e-123	10	1.43045115663684e-122	10	2.21527923487114e-127	10	2.21527923487114e-127
<https://identifiers.org/wikipathways/WP4659_r116555>	WP4659	Gastrin signaling pathway	114	9	5.70956532753828e-145	9	4.39155954765406e-144	10	5.16540406028026e-145	9	6.58610262277587e-142	9	5.70956532753828e-145	10	5.14690778985026e-142	9	5.94803828329745e-150	10	8.58896728108168e-148
<https://identifiers.org/wikipathways/WP4666_r119241>	WP4666	Hepatitis B infection	152	21	1.74299541984259e-159	21	2.16543867148457e-158	22	2.24386039942355e-160	21	1.05212796151314e-155	21	1.74299541984259e-159	22	1.15358823771807e-156	21	1.21448381904685e-165	22	8.11496006363058e-164
<https://identifiers.org/wikipathways/WP4673_r119920>	WP4673	Male infertility	145	11	5.8460226275198e-172	11	7.67134641314572e-171	11	1.04326290748541e-174	11	4.26213995476789e-168	11	5.8460226275198e-172	11	6.88424042588679e-171	11	2.9910710424848e-178	11	2.9910710424848e-178
<https://identifiers.org/wikipathways/WP4674_r117748>	WP4674	Head and neck squamous cell carcinoma	74	2	5.14868456522926e-116	2	2.12460922902615e-115	2	1.58330269815032e-117	2	6.91491412303836e-114	2	5.14868456522926e-116	2	2.00164149229794e-115	2	1.79030710240699e-119	2	1.79030710240699e-119
<https://identifiers.org/wikipathways/WP4685_r119240>	WP4685	Melanoma	68	2	1.57802672954986e-108	2	5.8044977891467e-108	2	6.43795038838199e-110	2	1.42462675315999e-106	2	1.57802672954986e-108	2	5.49504960329548e-108	2	1.04803110211091e-111	2	1.04803110211091e-111
<https://identifiers.org/wikipathways/WP4688_r120418>	WP4688	Serine metabolism	8	1	1.13185415927834e-17	1	1.30394676457269e-17	1	7.99706336872898e-18	1	1.84685484468063e-17	1	1.13185415927834e-17	1	1.29620492627582e-17	1	5.11672181269725e-18	1	5.11672181269725e-18
<https://identifiers.org/wikipathways/WP4698_r119119>	WP4698	Vitamin D-sensitive calcium signaling in depression	37	4	1.00781657162822e-60	4	1.95003973715057e-60	4	1.99337612499558e-61	4	9.88024277032849e-60	4	1.00781657162822e-60	4	1.89663615928667e-60	4	2.47918671281273e-62	4	2.47918671281273e-62
<https://identifiers.org/wikipathways/WP47_r120579>	WP47	Hedgehog signaling pathway	16	1	1.30820919375229e-33	1	1.7699306844431e-33	1	6.22947633801837e-34	1	3.72198859771085e-33	1	1.30820919375229e-33	1	1.74756424782419e-33	1	2.39960174150376e-34	1	2.39960174150376e-34
<https://identifiers.org/wikipathways/WP4707_r116586>	WP4707	Aspirin and miRNAs	11	4	4.66889840702315e-16	4	5.37878040386231e-16	4	3.2987886396007e-16	4	7.6182762343076e-16	4	4.66889840702315e-16	4	5.34684532088774e-16	4	2.11064774773761e-16	4	2.11064774773761e-16
<https://identifiers.org/wikipathways/WP4718_r119764>	WP4718	Cholesterol metabolism with Bloch and Kandutsch-Russell pathways	47	17	2.36041463696566e-48	17	4.30440817324506e-48	17	5.40020173104922e-49	17	1.8853611000619e-47	17	2.36041463696566e-48	17	4.19697702083461e-48	17	8.10018192662357e-50	17	8.10018192662357e-50
<https://identifiers.org/wikipathways/WP4719_r116307>	WP4719	Eicosanoid metabolism via cyclooxygenases (COX)	30	4	8.03994848623267e-50	4	1.35445162822396e-49	4	2.23457820073927e-50	4	4.88279333426579e-49	4	8.03994848623267e-50	4	1.32505618387185e-49	4	4.30579481181752e-51	4	4.30579481181752e-51
<https://identifiers.org/wikipathways/WP4720_r120365>	WP4720	Eicosanoid metabolism via cytochrome P450 monooxygenases pathway	9	1	8.46773685245642e-20	1	9.95379209597464e-20	1	5.69411157583549e-20	1	1.48143436739087e-19	1	8.46773685245642e-20	1	9.88630875973075e-20	1	3.41874508643468e-20	1	3.41874508643468e-20
<https://identifiers.org/wikipathways/WP4721_r116526>	WP4721	Eicosanoid metabolism via lipooxygenases (LOX)	29	4	3.27225903389671e-48	4	5.40426199661349e-48	4	9.54909751115912e-49	4	1.85546146702101e-47	4	3.27225903389671e-48	4	5.29139102759483e-48	4	1.95913663937698e-49	4	1.95913663937698e-49
<https://identifiers.org/wikipathways/WP4722_r117144>	WP4722	Glycerolipids and glycerophospholipids	22	2	1.33810955354085e-41	2	2.00062423017644e-41	2	4.98566095521432e-42	2	5.378505309048e-41	2	1.33810955354085e-41	2	1.96705670953592e-41	2	1.40074187610636e-42	2	1.40074187610636e-42
<https://identifiers.org/wikipathways/WP4723_r120315>	WP4723	Omega-3 / omega-6 fatty acid synthesis	14	4	5.84235438531927e-22	4	7.14974805039589e-22	4	3.55906417611807e-22	4	1.17481754971137e-21	4	5.84235438531927e-22	4	7.08925948820973e-22	4	1.88191045544294e-22	4	1.88191045544294e-22
<https://identifiers.org/wikipathways/WP4724_r117812>	WP4724	Omega-9 fatty acid synthesis	14	5	1.40800740686195e-19	5	1.68877048950349e-19	5	9.01155049393085e-20	5	2.64098985175113e-19	5	1.40800740686195e-19	5	1.67590094301279e-19	5	5.07739440878505e-20	5	5.07739440878505e-20
<https://identifiers.org/wikipathways/WP4725_r117175>	WP4725	Sphingolipid metabolism overview	23	1	4.1593488803679e-46	1	6.47152535400269e-46	1	1.40526691654229e-46	1	1.91886861866513e-45	1	4.1593488803679e-46	1	6.35228451833433e-46	1	3.48111932731623e-47	1	3.48111932731623e-47
<https://identifiers.org/wikipathways/WP4726_r120323>	WP4726	Sphingolipid metabolism: integrated pathway	26	1	3.58211169556295e-51	1	5.91599561752989e-51	1	1.04533087150073e-51	1	2.03115650467544e-50	1	3.58211169556295e-51	1	5.79243681181707e-51	1	2.14464875684401e-52	1	2.14464875684401e-52
<https://identifiers.org/wikipathways/WP474_r117098>	WP474	Endochondral ossification	64	10	6.82529167350365e-85	10	1.99151290224317e-84	10	4.92046362640715e-86	10	2.76783880392269e-83	10	6.82529167350365e-85	10	1.90379536821287e-84	10	1.66824221093771e-87	10	1.66824221093771e-87
<https://identifiers.org/wikipathways/WP4746_r120402>	WP4746	Thyroid hormones production and peripheral downstream signaling effects	95	5	3.30966330157202e-133	5	1.92196118904582e-132	5	4.39270701357318e-135	5	1.44665729759177e-130	5	3.30966330157202e-133	5	1.78489581106305e-132	5	1.68048676150781e-137	5	1.68048676150781e-137
<https://identifiers.org/wikipathways/WP4747_r116543>	WP4747	Netrin-UNC5B signaling pathway	52	10	5.93037428190737e-69	10	1.3695421251709e-68	11	8.96252296653586e-68	10	1.07167931805089e-67	10	5.93037428190737e-69	11	1.45918488245483e-66	10	5.39846602473464e-71	11	6.77752870923482e-69
<https://identifiers.org/wikipathways/WP4754_r115147>	WP4754	IL-18 signaling pathway	185	52	1.96956741254036e-140	52	2.53785896299907e-139	56	1.54562808747581e-137	52	1.34842771071971e-136	52	1.96956741254036e-140	56	7.4646206240473e-134	52	1.11690144353694e-146	56	5.9245329552497e-141
<https://identifiers.org/wikipathways/WP4756_r120634>	WP4756	Renin-angiotensin-aldosterone system (RAAS)	44	5	1.11601485047381e-68	5	2.43005274887284e-68	5	1.65158407369769e-69	5	1.64567176742868e-67	5	1.11601485047381e-68	5	2.35179341179107e-68	5	1.41396983853971e-70	5	1.41396983853971e-70
<https://identifiers.org/wikipathways/WP4758_r108284>	WP4758	Nephrotic syndrome	49	2	2.76799055136268e-83	2	7.04852918127253e-83	2	2.78838403506562e-84	2	7.01194981849107e-82	2	2.76799055136268e-83	2	6.77676472555475e-83	2	1.45472388212376e-85	2	1.45472388212376e-85
<https://identifiers.org/wikipathways/WP4760_r108400>	WP4760	PKC-gamma calcium signaling pathway in ataxia	22	2	1.33810955354085e-41	2	2.00062423017644e-41	2	4.98566095521432e-42	2	5.378505309048e-41	2	1.33810955354085e-41	2	1.96705670953592e-41	2	1.40074187610636e-42	2	1.40074187610636e-42
<https://identifiers.org/wikipathways/WP4767_r116441>	WP4767	FGFR3 signaling in chondrocyte proliferation and terminal differentiation	27	5	1.45993145700914e-42	5	2.27150539925493e-42	5	4.9324868770634e-43	5	6.73522885151469e-42	5	1.45993145700914e-42	5	2.22965186593537e-42	5	1.22187288388797e-43	5	1.22187288388797e-43
<https://identifiers.org/wikipathways/WP477_r117044>	WP477	Cytoplasmic ribosomal proteins	88	1	1.50960638845394e-135	1	8.28401884507322e-135	1	2.30294705335914e-137	1	5.4268441174904e-133	1	1.50960638845394e-135	1	7.71157274537463e-135	1	1.05439808320783e-139	1	1.05439808320783e-139
<https://identifiers.org/wikipathways/WP4784_r111633>	WP4784	Proteoglycan biosynthesis	18	2	1.65281590953014e-34	2	2.28137653512886e-34	2	7.49300219903135e-35	2	5.03950668539615e-34	2	1.65281590953014e-34	2	2.25065092522815e-34	2	2.70951340553558e-35	2	2.70951340553558e-35
<https://identifiers.org/wikipathways/WP4786_r117852>	WP4786	Type I collagen synthesis in the context of osteogenesis imperfecta	33	4	1.43879790709798e-54	4	2.57236069136279e-54	4	3.45562304816e-55	4	1.07323783950125e-53	4	1.43879790709798e-54	4	2.51024706933987e-54	4	5.51789752620045e-56	4	5.51789752620045e-56
<https://identifiers.org/wikipathways/WP4787_r118872>	WP4787	Osteoblast differentiation and related diseases	118	10	4.76424457967196e-147	10	3.87480792259436e-146	10	2.76046686997334e-149	10	6.66354740371307e-144	10	4.76424457967196e-147	10	3.54787100412551e-146	10	3.6232039618945e-152	10	3.6232039618945e-152
<https://identifiers.org/wikipathways/WP4788_r117658>	WP4788	Autosomal recessive osteopetrosis pathways	11	2	3.86815221665368e-21	2	4.63947936676791e-21	2	2.47570068514584e-21	2	7.25546662568996e-21	2	3.86815221665368e-21	2	4.60412346981535e-21	2	1.39488857384204e-21	2	1.39488857384204e-21
<https://identifiers.org/wikipathways/WP4790_r116413>	WP4790	FGF23 signaling in hypophosphatemic rickets and related disorders	23	5	7.56594572817839e-36	5	1.0869281408216e-35	5	3.10928252641458e-36	5	2.64899508013633e-35	5	7.56594572817839e-36	5	1.07048721096044e-35	5	9.9095498032562e-37	5	9.9095498032562e-37
<https://identifiers.org/wikipathways/WP4792_r119117>	WP4792	Purine metabolism	15	1	9.8933320277515e-32	1	1.31196111984346e-31	1	4.94854026601329e-32	1	2.62632820425974e-31	1	9.8933320277515e-32	1	1.29647422635458e-31	1	2.03066297374753e-32	1	2.03066297374753e-32
<https://identifiers.org/wikipathways/WP4799_r120793>	WP4799	Downregulation of ACE2 by SARS-CoV-2 spike protein	5	2	3.49839708343393e-08	2	3.71755608873899e-08	2	3.01376650263572e-08	2	4.31677104834896e-08	2	3.49839708343393e-08	2	3.70806445617204e-08	2	2.48808468683897e-08	2	2.48808468683897e-08
<https://identifiers.org/wikipathways/WP4803_r110008>	WP4803	Ciliopathies	184	6	1.57734749919731e-218	6	4.55361339399627e-217	6	4.03462784598638e-222	6	1.74512420746589e-213	6	1.57734749919731e-218	6	3.95321103538053e-217	6	9.37654447465134e-227	6	9.37654447465134e-227
<https://identifiers.org/wikipathways/WP4804_r117680>	WP4804	Cholesterol biosynthesis with skeletal dysplasias	7	1	1.70061087431572e-15	1	1.92006161083328e-15	1	1.26253637933808e-15	1	2.58790535110871e-15	1	1.70061087431572e-15	1	1.91028201009899e-15	1	8.60888444986317e-16	1	8.60888444986317e-16
<https://identifiers.org/wikipathways/WP4806_r116801>	WP4806	EGFR tyrosine kinase inhibitor resistance	85	8	6.58325892420467e-115	8	2.98849243073866e-114	8	1.60116765978452e-116	8	1.22925211247703e-112	8	6.58325892420467e-115	8	2.80425390618552e-114	8	1.33796108736541e-118	8	1.33796108736541e-118
<https://identifiers.org/wikipathways/WP4808_r117708>	WP4808	Endochondral ossification with skeletal dysplasias	64	10	6.82529167350365e-85	10	1.99151290224317e-84	10	4.92046362640715e-86	10	2.76783880392269e-83	10	6.82529167350365e-85	10	1.90379536821287e-84	10	1.66824221093771e-87	10	1.66824221093771e-87
<https://identifiers.org/wikipathways/WP481_r120562>	WP481	Insulin signaling	161	9	3.1899162511978e-191	9	5.79739216276913e-190	9	2.5522667166189e-194	9	7.15387219118288e-187	9	3.1899162511978e-191	9	5.13183052474725e-190	9	2.59394513497707e-198	9	2.59394513497707e-198
<https://identifiers.org/wikipathways/WP4814_r116554>	WP4814	Somatic sex determination	14	1	7.97402561436775e-30	1	1.03644928467633e-29	1	4.18976409189123e-30	1	1.97499880960331e-29	1	7.97402561436775e-30	1	1.02507895497102e-29	1	1.83165800232028e-30	1	1.83165800232028e-30
<https://identifiers.org/wikipathways/WP4815_r110276>	WP4815	Glycosaminoglycan degradation	17	3	4.48497718591407e-30	3	5.94755707662364e-30	3	2.24333825392603e-30	3	1.19060211926442e-29	3	4.48497718591407e-30	3	5.87734982614075e-30	3	9.20567214765547e-31	3	9.20567214765547e-31
<https://identifiers.org/wikipathways/WP4816_r116440>	WP4816	TGF-beta receptor signaling in skeletal dysplasias	59	9	1.80671411095863e-80	9	4.87758667421471e-80	9	1.57654728569797e-81	9	5.60125919600259e-79	9	1.80671411095863e-80	9	4.67801275137446e-80	9	6.83593759501518e-83	9	6.83593759501518e-83
<https://identifiers.org/wikipathways/WP4818_r117691>	WP4818	Conversion of angiotensinogen to angiotensin II 	5	1	5.83552474300908e-11	1	6.32775504466212e-11	1	4.78375635338997e-11	1	7.7223095677084e-11	1	5.83552474300908e-11	1	6.30623206831977e-11	1	3.70526386722106e-11	1	3.70526386722106e-11
<https://identifiers.org/wikipathways/WP4823_r119116>	WP4823	Genes controlling nephrogenesis	44	2	3.54622343977955e-76	2	8.1895377174818e-76	2	4.54184455737906e-77	2	6.40838863947174e-75	2	3.54622343977955e-76	2	7.90620939447187e-76	2	3.22815489305172e-78	2	3.22815489305172e-78
<https://identifiers.org/wikipathways/WP4829_r109219>	WP4829	mBDNF and proBDNF regulation of GABA neurotransmission	38	3	1.01337010648812e-64	3	2.03963612123948e-64	3	1.81935265012597e-65	3	1.13854260566676e-63	3	1.01337010648812e-64	3	1.98049174324169e-64	3	1.99754031719836e-66	3	1.99754031719836e-66
<https://identifiers.org/wikipathways/WP4838_r110282>	WP4838	Regucalcin in proximal tubule epithelial kidney cells	44	1	5.72895547621907e-79	1	1.34918249052417e-78	1	6.99283226694249e-80	1	1.10775948824061e-77	1	5.72895547621907e-79	1	1.30143364518056e-78	1	4.67171475116012e-81	1	4.67171475116012e-81
<https://identifiers.org/wikipathways/WP4842_r119114>	WP4842	Mammalian disorder of sexual development	25	2	1.02447016757832e-46	2	1.62601139547809e-46	2	3.29616946804295e-47	2	5.06297788566005e-46	2	1.02447016757832e-46	2	1.59471577866131e-46	2	7.66766371655566e-48	2	7.66766371655566e-48
<https://identifiers.org/wikipathways/WP4844_r120398>	WP4844	Influence of laminopathies on Wnt signaling	39	3	3.21051455345549e-66	3	6.59037354832987e-66	3	5.49185397483849e-67	3	3.86114448878298e-65	3	3.21051455345549e-66	3	6.39397168761802e-66	3	5.6657507178718e-68	3	5.6657507178718e-68
<https://identifiers.org/wikipathways/WP4846_r122702>	WP4846	SARS-CoV-2 and COVID-19 pathway	50	1	1.79008269548222e-87	1	4.73952660826039e-87	1	1.63856805765084e-88	1	5.18863303736319e-86	1	1.79008269548222e-87	1	4.54932447574204e-87	1	7.55639481747852e-90	1	7.55639481747852e-90
<https://identifiers.org/wikipathways/WP4853_r122756>	WP4853	Linoleic acid metabolism affected by SARS-CoV-2	13	3	1.66924411009121e-22	3	2.04278515725596e-22	3	1.01687547889088e-22	3	3.35662157060388e-22	3	1.66924411009121e-22	3	2.02550271091708e-22	3	5.37688701555125e-23	3	5.37688701555125e-23
<https://identifiers.org/wikipathways/WP4856_r113654>	WP4856	Intracellular trafficking proteins involved in CMT neuropathy	27	1	7.92113151352982e-53	1	1.33443510169847e-52	1	2.20155487757565e-53	1	4.81063382686287e-52	1	7.92113151352982e-53	1	1.30547407278014e-52	1	4.24216237617488e-54	1	4.24216237617488e-54
<https://identifiers.org/wikipathways/WP4861_r118973>	WP4861	Endoplasmic reticulum stress response in coronavirus infection	54	2	3.51182123505478e-90	2	9.85677385025037e-90	2	2.78516628572798e-91	2	1.24534205380881e-88	2	3.51182123505478e-90	2	9.43802202001087e-90	2	1.06778451639166e-92	2	1.06778451639166e-92
<https://identifiers.org/wikipathways/WP4864_r116596>	WP4864	Host-pathogen interaction of human coronaviruses - apoptosis	32	5	1.30534024522798e-50	5	2.24309852286836e-50	5	3.45549738914007e-51	5	8.49032600804866e-50	5	1.30534024522798e-50	5	2.19258671292888e-50	5	6.25380447045821e-52	5	6.25380447045821e-52
